Date,GDP
2022-06-30,178.434872205517
2022-07-31,177.987942182027
2022-08-31,179.134712364663
2022-09-30,182.374711989312
2022-10-31,183.291728001538
2022-11-30,180.809032415482
2022-12-31,197.935840561143
2023-01-31,164.747248759875
2023-02-28,162.489203079216
2023-03-31,172.699133230943
2023-04-30,172.353130034136
2023-05-31,177.719176835292
2023-06-30,177.192993277921
2023-07-31,176.179873816439
2023-08-31,179.244835514059
2023-09-30,180.721017976619
2023-10-31,182.041114444157
2023-11-30,182.076781161936
2023-12-31,196.064002329094
2024-01-31,167.763729071427
2024-02-29,167.627777899434
2024-03-31,171.991601943114
2024-04-30,181.884033744884
2024-05-31,187.861455834207
2024-06-30,177.84964450269
2024-07-31,184.739893585405
2024-08-31,186.36135917895
2024-09-30,187.029143584624
2024-10-31,189.015297801315
2024-11-30,190.055398147607
2024-12-31,205.997040254343
2025-01-31,175.166506419558
2025-02-28,172.538148786504
2025-03-31,180.237978310441
2025-04-30,184.408217884042
2025-05-31,192.196579843804
2025-06-30,186.558284354047
2025-07-31,191.348258485481
2025-08-31,192.453607679855
2025-09-30,195.356042202986
2025-10-31,196.694490026355
2025-11-30,193.04044192398
2025-12-31,213.891197196504
